"","DIRECTORIO","SECUENCIA_P","ORDEN.x","CAR","SEC","CONS","REC","I_HOGAR"
"10857","7934419","1","1",1,0,1,1,2025785.43776646
"10858","7934423","1","1",1,0,1,1,2892195.68816945
"10859","7934424","1","1",1,0,1,1,1762804.81157824
"10860","7934426","1","1",1,0,1,1,1268340.34839645
"10861","7934427","1","1",0,0,1,1,1267937.56697327
"10862","7934428","1","1",1,0,1,1,1687297.01472446
"10863","7934430","1","1",1,0,1,1,2993066.18887931
"10864","7934434","1","1",1,0,1,1,2974363.68884519
"10865","7934435","1","1",1,0,1,1,2585835.00305191
"10866","7934437","1","1",1,0,1,1,1577336.97203919
"10867","7934438","1","1",1,0,1,1,1784599.14520383
"10868","7934441","1","1",1,0,1,1,2756709.42371711
"10869","7934442","1","1",1,0,1,0,2174681.84256926
"10870","7934443","1","1",1,0,1,1,2084567.49998033
"10871","7934448","1","1",1,0,1,1,2512584.05514061
"10872","7934449","1","1",1,0,1,1,2354264.65412602
"10873","7934450","1","1",1,0,1,1,2226769.4218643
"10874","7934451","1","1",1,1,1,1,2133826.64486766
"10875","7934452","1","1",1,0,1,0,1812687.7267845
"10876","7934454","1","1",1,0,1,1,1805487.88433895
"10877","7934455","1","1",1,1,1,1,1956553.3730574
"10878","7934456","1","1",1,0,1,1,2531103.93967479
"10879","7934457","1","1",1,0,1,1,2039026.13446116
"10880","7934458","1","1",1,0,1,1,2396601.32871941
"10881","7934459","1","1",1,0,1,1,1862150.69124475
"10882","7934460","1","1",1,0,1,1,2601962.19805628
"10883","7934461","1","1",1,0,1,1,2267941.56894088
"10884","7934462","1","1",1,0,1,1,2136154.92748097
"10885","7934466","1","1",1,0,1,1,2990197.91334867
"10886","7934470","1","1",1,0,1,0,1740515.23186266
"10887","7934471","1","1",1,1,1,1,2234554.44445834
"10888","7934475","1","1",1,0,1,1,1256371.21619657
"10889","7934478","1","1",1,0,1,1,1213500.26665255
"10890","7934479","1","1",1,1,1,1,1659626.60428137
"10891","7934484","1","1",1,0,1,1,1218007.62537867
"10892","7934485","1","1",1,1,1,1,2722950.75735077
"10893","7934486","1","1",1,0,1,1,1668517.36176759
"10894","7934490","1","1",1,0,1,1,1312770.11325583
"10895","7934496","1","1",1,0,1,1,2842347.2427018
"10896","7934498","1","1",1,1,1,1,1266147.61933684
"10897","7934499","1","1",1,0,1,1,1384026.09655634
"10898","7934503","1","1",1,0,1,1,2844238.7226969
"10899","7934504","1","1",1,0,1,1,2857033.49595889
"10900","7934506","1","1",0,0,1,0,1976131.41687587
"10901","7934507","1","1",1,0,1,1,1231315.57319313
"10902","7934508","1","1",1,1,1,0,2642494.99317259
"10903","7934509","1","1",1,0,1,1,1543197.55686447
"10904","7934511","1","1",1,0,1,1,2803722.21823782
"10905","7934512","1","1",1,0,1,1,1772606.20635003
"10906","7934520","1","1",1,0,1,1,1727445.40927932
"10907","7934521","1","1",1,0,1,0,2174602.35567763
"10908","7934525","1","1",1,1,1,1,2473620.39484084
"10909","7934526","1","1",1,0,1,0,1799554.67712134
"10910","7934527","1","1",1,0,1,1,2063879.65995818
"10911","7934529","1","1",1,0,1,1,2607449.4677037
"10912","7934532","1","1",1,0,1,1,1404014.95274156
"10913","7934534","1","1",1,1,1,1,1916342.09971875
"10914","7934536","1","1",1,0,1,1,1396449.31722432
"10915","7934537","1","1",1,0,1,1,2389225.05827621
"10916","7934539","1","1",1,0,1,1,2660363.66611719
"10917","7934540","1","1",1,0,1,1,1802480.81605881
"10918","7934543","1","1",1,1,1,1,1802572.88016379
"10919","7934545","1","1",1,0,1,1,2277146.64408937
"10920","7934546","1","1",1,0,1,0,1470706.36294782
"10921","7934547","1","1",1,0,1,1,2993882.92033225
"10922","7934548","1","1",1,0,1,1,1308328.07781175
"10923","7934550","1","1",1,0,1,1,2652619.76387352
"10924","7934552","1","1",1,0,1,1,2309672.31728137
"10925","7934553","1","1",1,0,1,1,2730873.58606979
"10926","7934557","1","1",1,0,1,0,1243118.77639964
"10927","7934558","1","1",1,0,1,1,2885851.58932954
"10928","7934559","1","1",1,1,1,1,1245655.08641303
"10929","7934562","1","1",1,0,1,0,2492389.21077922
"10930","7934566","1","1",1,0,1,0,1604806.78068474
"10931","7934567","1","1",1,0,1,0,2433974.94958714
"10932","7934568","1","1",1,0,1,1,1645207.87192509
"10933","7934570","1","1",0,0,1,0,2861967.71008894
"10934","7934572","1","1",1,0,1,1,1568259.49832797
"10935","7934574","1","1",1,0,1,1,2373263.34115118
"10936","7934577","1","1",1,0,1,1,2843235.11993513
"10937","7934579","1","1",1,0,1,1,1782115.05003273
"10938","7934580","1","1",1,0,1,1,2556405.29202297
"10939","7934581","1","1",1,0,1,0,1230780.93837947
"10940","7934582","1","1",1,0,1,1,2145739.01552707
"10941","7934584","1","1",1,0,1,0,2129930.20163849
"10942","7934586","1","1",1,0,1,0,1919270.70371807
"10943","7934587","1","1",1,0,1,1,1243294.65346411
"10944","7934588","1","1",0,1,1,1,1382223.84845838
"10945","7934590","1","1",1,0,1,1,1878797.27700725
"10946","7934591","1","1",1,0,1,0,2507834.26353708
"10947","7934592","1","1",1,0,1,1,2372127.83016264
"10948","7934593","1","1",1,0,1,1,2333577.97637582
"10949","7934595","1","1",1,0,1,1,2318007.78338686
"10950","7934597","1","1",1,1,1,1,2751940.34174085
"10951","7934603","1","1",1,0,1,1,1716765.40117711
"10952","7934608","1","1",1,0,1,1,1240854.95810956
"10953","7934609","1","1",1,0,1,1,1647076.19087771
"10954","7934611","1","1",1,0,1,1,2465401.16321295
"10955","7934612","1","1",1,0,1,1,2748664.12075236
"10956","7934617","1","1",1,0,1,0,2725509.76743922
"10957","7934618","1","1",1,0,1,1,1949248.81089479
"10958","7934619","1","1",1,0,1,1,2220626.04134902
"10959","7934620","1","1",1,0,1,1,1492583.36268365
"10960","7934621","1","1",1,0,1,1,2261555.061955
"10961","7934622","1","1",0,0,1,1,1526921.10223696
"10962","7934627","1","1",0,1,1,1,2810441.62981212
"10963","7934629","1","1",1,0,1,1,2581709.49971303
"10964","7934630","1","1",1,0,1,1,1910372.26187065
"10965","7934636","1","1",1,0,1,1,2981095.18967569
"10966","7934637","1","1",1,0,1,1,2933851.85917839
"10967","7934640","1","1",1,0,1,1,1441106.08626157
"10968","7934641","1","1",1,0,1,1,1757142.79029518
"10969","7934642","1","1",1,0,1,1,1560719.17017922
"10970","7934645","1","1",1,0,1,1,1170411.31893173
"10971","7934647","1","1",1,1,1,1,1175768.78340915
"10972","7934651","1","1",1,0,1,1,2788037.8321372
"10973","7934654","1","1",1,0,1,1,2192845.5882147
"10974","7934656","1","1",1,1,1,1,2533947.64255732
"10975","7934659","1","1",1,0,1,1,1536740.99354073
"10976","7934662","1","1",1,0,1,1,2544294.61369291
"10977","7934663","1","1",1,1,1,1,2598655.32144904
"10978","7934664","1","1",1,0,1,1,2114011.38147339
"10979","7934665","1","1",1,0,1,1,2214600.47828034
"10980","7934671","1","1",1,0,1,1,2129043.75314713
"10981","7934672","1","1",1,0,1,0,1889901.95820108
"10982","7934676","1","1",1,0,1,1,2841820.34280151
"10983","7934677","1","1",1,0,1,1,2779758.67046043
"10984","7934680","1","1",1,0,1,1,2282259.58934054
"10985","7934683","1","1",1,0,1,1,2697714.42368627
"10986","7934685","1","1",1,1,0,1,1588545.07358745
"10987","7934686","1","1",1,0,1,1,2432721.0535109
"10988","7934694","1","1",1,0,1,1,1733960.62256768
"10989","7934699","1","1",1,0,1,1,2189947.7962032
"10990","7934700","1","1",1,0,1,1,2767036.60838306
"10991","7934701","1","1",1,0,1,1,2758863.78752068
"10992","7934702","1","1",1,0,1,1,1691522.37663046
"10993","7934704","1","1",1,0,1,1,1452336.22984961
"10994","7934705","1","1",1,0,1,0,1790630.21846116
"10995","7934710","1","1",1,1,1,1,2192484.1888994
"10996","7934715","1","1",1,0,1,1,2494677.29326338
"10997","7934716","1","1",1,1,1,1,1751889.37593251
"10998","7934719","1","1",1,1,1,1,1853819.44024935
"10999","7934725","1","1",1,0,1,1,1209861.44080758
"11000","7934726","1","1",1,0,1,1,1475306.37355521
"11001","7934727","1","1",1,0,1,1,2901984.61668566
"11002","7934730","1","1",1,1,1,1,2326608.40515047
"11003","7934733","1","1",1,0,1,1,2400700.09166375
"11004","7934734","1","1",1,1,1,1,1409637.09177449
"11005","7934739","1","1",1,0,1,1,2914370.75089663
"11006","7934740","1","1",1,0,1,0,2508782.13593736
"11007","7934742","1","1",1,1,1,1,1634567.49759614
"11008","7934743","1","1",1,0,1,1,1450906.69404715
"11009","7934753","1","1",1,0,1,1,2275672.15025425
"11010","7934754","1","1",1,0,1,1,1617425.71715266
"11011","7934758","1","1",1,0,1,1,1486547.93765396
"11012","7934763","1","1",1,0,1,1,1262046.87071964
"11013","7934767","1","1",1,0,1,1,2250539.05144334
"11014","7934769","1","1",1,1,1,1,1347300.84564537
"11015","7934770","1","1",1,0,1,1,1480672.76563495
"11016","7934772","1","1",1,0,1,1,2633261.98536903
"11017","7934780","1","1",1,0,1,1,2740566.51340798
"11018","7934781","1","1",1,0,1,1,2365893.80443096
"11019","7934782","1","1",1,0,1,1,1787434.57509205
"11020","7934783","1","1",1,0,1,1,2309161.25135496
"11021","7934787","1","1",1,0,1,1,2560100.21323338
"11022","7934788","1","1",1,0,1,1,1348794.34110597
"11023","7934793","1","1",1,0,1,1,2971026.75296366
"11024","7934794","1","1",1,0,1,1,1841469.67276931
"11025","7934795","1","1",1,0,1,0,2328456.79497346
"11026","7934797","1","1",0,1,1,1,1478608.17138106
"11027","7934799","1","1",1,0,1,1,2685805.93569204
"11028","7934804","1","1",1,0,1,0,1435001.19052827
"11029","7934805","1","1",1,0,1,0,2068325.51551983
"11030","7934806","1","1",1,0,1,1,2314170.27629912
"11031","7934811","1","1",1,0,1,1,1561564.59514052
"11032","7934812","1","1",1,0,1,1,2791790.69858044
"11033","7934813","1","1",1,0,1,1,2836726.74404457
"11034","7934815","1","1",1,1,1,1,1305056.49177358
"11035","7934816","1","1",1,0,1,1,2590774.59413558
"11036","7934817","1","1",1,0,1,1,2547860.60925573
"11037","7934825","1","1",0,1,1,1,2414873.43812361
"11038","7934826","1","1",1,0,1,1,1659540.48562795
"11039","7934830","1","1",1,0,1,1,1393402.83451602
"11040","7934832","1","1",1,0,1,1,2068203.5930641
"11041","7934839","1","1",1,0,1,0,1274820.99641114
"11042","7934843","1","1",1,1,1,1,2907300.90297759
"11043","7934846","1","1",1,0,1,1,2804541.3534902
"11044","7934847","1","1",1,1,1,1,1200379.84047085
"11045","7934848","1","1",1,0,1,1,2220354.80443388
"11046","7934852","1","1",1,0,1,1,2784482.86209255
"11047","7934854","1","1",1,0,1,1,2281704.10303399
"11048","7934858","1","1",1,0,1,1,2116623.01424891
"11049","7934861","1","1",1,0,1,1,2059856.71373084
"11050","7934863","1","1",1,0,1,0,1882675.72965473
"11051","7934866","1","1",1,0,1,1,2347212.65112981
"11052","7934869","1","1",1,0,1,1,2197012.13436201
"11053","7934876","1","1",1,1,1,1,1317617.31635779
"11054","7934881","1","1",1,0,1,1,1235287.878979
"11055","7934890","1","1",1,0,1,1,2620471.20358795
"11056","7934891","1","1",1,0,1,1,1354277.36565471
"11057","7934893","1","1",1,0,1,0,2631790.87724537
"11058","7934895","1","1",1,0,1,1,2051547.30899259
"11059","7934902","1","1",1,0,1,1,1214842.36216173
"11060","7934904","1","1",1,0,1,1,2108669.58260536
"11061","7934905","1","1",1,0,1,1,1724138.18866014
"11062","7934907","1","1",1,0,1,0,2815841.30365402
"11063","7934908","1","1",1,0,1,1,2293823.85890931
"11064","7934909","1","1",1,0,1,1,2397065.49849361
"11065","7934919","1","1",1,0,1,1,2436948.00224155
"11066","7934921","1","1",1,0,1,1,2097151.79149061
"11067","7934935","1","1",1,0,1,1,2494985.13253406
"11068","7934938","1","1",1,0,1,1,1850233.52926597
"11069","7934940","1","1",1,0,1,1,2405492.33296886
"11070","7934946","1","1",1,0,1,1,2908903.17561105
"11071","7934947","1","1",1,0,1,1,2917386.42461598
"11072","7934948","1","1",1,0,1,1,1214629.23327461
"11073","7934951","1","1",1,0,1,0,2166640.13866335
"11074","7934953","1","1",0,0,1,1,2877452.20083743
"11075","7934955","1","1",1,0,1,1,1853207.82516152
"11076","7934956","1","1",1,0,1,1,2333316.27154723
"11077","7934959","1","1",1,0,1,1,2966625.05174056
"11078","7934961","1","1",1,0,1,1,2713180.69294095
"11079","7934962","1","1",1,0,1,1,1214480.86002842
"11080","7934965","1","1",0,0,1,0,1327752.08353996
"11081","7934966","1","1",1,0,1,1,1794274.81068298
"11082","7934968","1","1",1,0,1,1,2744484.36034843
"11083","7934969","1","1",0,0,1,1,1771010.39668545
"11084","7934971","1","1",1,0,1,1,2165123.25510383
"11085","7934977","1","1",1,0,1,1,1565997.04623222
"11086","7934979","1","1",1,0,1,1,2494006.15811348
"11087","7934980","1","1",1,0,1,1,1409867.47052521
"11088","7934983","1","1",1,0,1,1,1982272.57909253
"11089","7934984","1","1",1,0,1,1,1817894.39922199
"11090","7934987","1","1",1,0,1,1,2517479.21127826
"11091","7934988","1","1",1,0,1,1,1528784.04295072
"11092","7934990","1","1",1,1,1,1,2268535.95472872
"11093","7934992","1","1",1,0,1,1,1479316.02241471
"11094","7934994","1","1",1,0,1,1,1766013.22751492
"11095","7934996","1","1",1,0,1,1,1985569.60444897
"11096","7934999","1","1",1,0,1,0,1263541.50917381
"11097","7935001","1","1",1,0,1,1,2349905.40560335
"11098","7935005","1","1",1,0,1,1,2113037.7715826
"11099","7935008","1","1",1,0,1,1,1692797.0697917
"11100","7935011","1","1",1,0,1,1,2027770.98724619
"11101","7935012","1","1",0,0,1,1,2148325.47416911
"11102","7935014","1","1",1,1,1,1,1790070.05607709
"11103","7935015","1","1",1,0,1,1,2209953.83670554
"11104","7935016","1","1",1,0,1,1,1287224.12515432
"11105","7935021","1","1",1,0,1,1,1455616.33307487
"11106","7935022","1","1",1,0,1,1,1857883.66705179
"11107","7935024","1","1",0,1,1,1,2668533.34246203
"11108","7935025","1","1",1,0,1,1,1909780.87279946
"11109","7935026","1","1",1,0,1,0,2608012.80973479
"11110","7935028","1","1",1,0,1,1,2190313.03877011
"11111","7935029","1","1",1,0,1,1,2741607.44724795
"11112","7935031","1","1",1,0,1,1,2786628.72841582
"11113","7935033","1","1",1,0,1,1,2095058.50801244
"11114","7935040","1","1",1,0,1,1,1996929.72885445
"11115","7935042","1","1",1,0,1,1,1534907.15289488
"11116","7935045","1","1",0,0,1,1,2708743.09109524
"11117","7935047","1","1",1,0,1,1,1475767.38938689
"11118","7935048","1","1",0,0,1,1,1832406.73452616
"11119","7935049","1","1",1,0,1,1,1750315.1730448
"11120","7935052","1","1",1,0,1,1,2353366.18149653
"11121","7935053","1","1",1,1,1,1,2814093.57866272
"11122","7935056","1","1",1,0,1,1,2217781.93319216
"11123","7935057","1","1",1,1,1,1,1521558.18454921
"11124","7935059","1","1",1,0,1,1,1292744.12734434
"11125","7935060","1","1",1,0,1,0,2802535.76777875
"11126","7935063","1","1",0,0,1,1,1648209.82158184
"11127","7935065","1","1",1,0,1,1,2931200.60633868
"11128","7935068","1","1",1,0,1,1,1912381.4547807
"11129","7935071","1","1",1,0,1,1,1938590.58821574
"11130","7935072","1","1",1,0,1,1,1750575.40414855
"11131","7935073","1","1",1,0,1,1,1385214.75845948
"11132","7935075","1","1",1,0,1,1,2450687.6366213
"11133","7935078","1","1",1,0,1,1,1411495.39625272
"11134","7935079","1","1",1,0,1,1,2236504.05861437
"11135","7935082","1","1",1,0,1,1,1673228.17763314
"11136","7935083","1","1",1,0,1,1,1595452.65197754
"11137","7935088","1","1",1,0,0,1,2414844.89070252
"11138","7935092","1","1",1,0,1,1,1216144.62982863
"11139","7935096","1","1",1,0,1,1,2172237.85756156
"11140","7935098","1","1",1,0,1,1,2315106.61637411
"11141","7935100","1","1",1,0,1,1,2148057.81874806
"11142","7935102","1","1",1,0,1,1,2576373.19389731
"11143","7935103","1","1",1,0,1,1,2397193.41695309
"11144","7935106","1","1",1,0,1,1,2734267.08813757
"11145","7935108","1","1",1,1,1,1,2913875.02113357
"11146","7935109","1","1",1,0,1,1,2381496.43993005
"11147","7935110","1","1",1,0,1,1,2206285.82339734
"11148","7935111","1","1",1,0,1,1,2438170.22094503
"11149","7935115","1","1",0,1,1,1,1547168.18371788
"11150","7935117","1","1",1,0,1,1,2350442.3032701
"11151","7935118","1","1",1,1,1,1,2587590.31686932
"11152","7935120","1","1",1,0,1,1,1580921.19595036
"11153","7935123","1","1",1,0,1,1,1974998.25056642
"11154","7935126","1","1",1,0,1,1,1560644.84689385
"11155","7935133","1","1",1,1,1,1,1496790.98762572
"11156","7935134","1","1",1,0,1,1,2082690.50318748
"11157","7935140","1","1",1,0,1,1,1670587.73782104
"11158","7935141","1","1",1,0,1,1,1281782.90555254
"11159","7935144","1","1",1,0,1,1,2329246.81002274
"11160","7935156","1","1",1,0,1,1,2715568.21800768
"11161","7935157","1","1",1,0,1,1,2461032.50812739
"11162","7935158","1","1",1,0,1,0,2985803.98987979
"11163","7935160","1","1",1,0,1,1,2899122.54922092
"11164","7935161","1","1",1,0,1,0,1504277.60321647
"11165","7935165","1","1",1,1,1,1,1244745.51243708
"11166","7935174","1","1",1,0,1,1,1835987.71924153
"11167","7935175","1","1",1,0,1,1,2187810.42179093
"11168","7935176","1","1",1,0,1,1,2385483.76057297
"11169","7935177","1","1",1,0,1,1,2347955.69119975
"11170","7935181","1","1",1,0,1,1,1501464.42014724
"11171","7935182","1","1",1,0,1,1,1651977.81555355
"11172","7935184","1","1",1,0,1,1,2150235.6961742
"11173","7935188","1","1",1,0,1,1,2852827.64976844
"11174","7935189","1","1",1,0,1,1,1739812.40605935
"11175","7935192","1","1",1,0,1,1,2665423.11815545
"11176","7935195","1","1",1,0,1,1,1482704.87796515
"11177","7935197","1","1",1,0,1,1,2648869.09173802
"11178","7935199","1","1",0,0,1,1,1328457.72569999
"11179","7935200","1","1",1,1,1,1,2003152.57098526
"11180","7935201","1","1",1,0,1,1,1367877.66320631
"11181","7935203","1","1",1,0,1,1,1293318.00736487
"11182","7935206","1","1",1,0,1,1,1305543.66407916
"11183","7935207","1","1",1,0,1,1,2339976.30186379
"11184","7935208","1","1",1,0,1,1,2357482.97700658
"11185","7935210","1","1",1,0,1,1,1349193.7578097
"11186","7935212","1","1",1,0,0,1,1347859.18386653
"11187","7935213","1","1",1,0,1,1,1320017.59257168
"11188","7935214","1","1",1,0,1,1,1241704.59475368
"11189","7935217","1","1",1,0,1,1,2899283.2460627
"11190","7935219","1","1",1,0,1,1,2207302.01151222
"11191","7935221","1","1",1,0,1,1,1393188.44396621
"11192","7935222","1","1",1,0,1,1,2878650.69642663
"11193","7935224","1","1",1,0,1,1,1735869.42182854
"11194","7935226","1","1",1,1,1,1,2598899.92078766
"11195","7935227","1","1",1,0,1,1,2904718.95975992
"11196","7935230","1","1",1,0,1,1,1784962.32027188
"11197","7935232","1","1",0,0,1,1,2211705.25629073
"11198","7935234","1","1",1,0,1,0,1263289.14707527
"11199","7935235","1","1",1,0,1,1,2273951.69088617
"11200","7935237","1","1",1,0,1,1,2420515.89228213
"11201","7935238","1","1",1,0,1,1,2215029.56397831
"11202","7935239","1","1",1,1,1,1,2107597.0360823
"11203","7935240","1","1",1,0,1,1,2330711.69422939
"11204","7935241","1","1",1,0,1,0,2197245.24293095
"11205","7935243","1","1",1,0,1,0,1876486.68294773
"11206","7935246","1","1",1,0,1,0,2991981.27334937
"11207","7935247","1","1",1,0,1,1,1606452.77753472
"11208","7935249","1","1",1,0,1,0,2762742.31042713
"11209","7935253","1","1",1,0,1,1,2973765.6217441
"11210","7935254","1","1",1,0,1,1,1815640.39576799
"11211","7935256","1","1",1,0,1,1,1260251.06331334
"11212","7935257","1","1",1,1,1,1,1218682.19679222
"11213","7935258","1","1",1,0,1,0,2993635.90734079
"11214","7935259","1","1",1,0,1,0,1618369.46740746
"11215","7935260","1","1",1,0,1,0,2893896.37134969
"11216","7935261","1","1",1,0,1,1,1661478.14590484
"11217","7935262","1","1",1,0,1,1,1927519.04183999
"11218","7935265","1","1",1,0,1,1,2693554.96427044
"11219","7935267","1","1",1,0,1,1,1418840.13198316
"11220","7935268","1","1",1,0,1,1,2942471.42644599
"11221","7935274","1","1",1,0,1,1,2193932.90711567
"11222","7935280","1","1",1,1,1,1,2896082.13791624
"11223","7935281","1","1",1,0,1,1,1794600.56213662
"11224","7935282","1","1",1,0,1,1,2510807.4340038
"11225","7935285","1","1",1,0,1,1,2906390.27683064
"11226","7935286","1","1",1,0,1,1,1793905.17093241
"11227","7935287","1","1",1,0,1,1,2076126.88360736
"11228","7935289","1","1",1,0,1,1,1346921.32294178
"11229","7935292","1","1",1,1,1,1,1318638.16170022
"11230","7935293","1","1",1,0,1,1,1495889.69007134
"11231","7935294","1","1",1,0,1,1,1679112.30210215
"11232","7935298","1","1",1,0,1,0,1204844.42647547
"11233","7935299","1","1",1,0,1,1,2338662.96626627
"11234","7935300","1","1",1,0,1,1,2507327.64191926
"11235","7935301","1","1",1,0,1,1,2246028.83309126
"11236","7935303","1","1",1,1,1,1,2097163.05520386
"11237","7935304","1","1",1,0,1,1,2034928.36199701
"11238","7935305","1","1",1,0,1,1,1573204.00411263
"11239","7935307","1","1",1,0,1,1,2901463.08474243
"11240","7935309","1","1",1,0,1,1,2496315.70642814
"11241","7935310","1","1",1,0,1,1,1866922.39208147
"11242","7935314","1","1",1,0,1,0,2700454.56783846
"11243","7935316","1","1",1,0,1,1,1281304.46549505
